"Timestamp","rainfall_in_mm","rain_station"
"23/11/2024 09:00:00",16.4,"Harelaw"
"24/11/2024 09:00:00",1.2,"Harelaw"
"25/11/2024 09:00:00",0.2,"Harelaw"
"26/11/2024 09:00:00",0.8,"Harelaw"
"27/11/2024 09:00:00",0,"Harelaw"
"28/11/2024 09:00:00",1,"Harelaw"
"29/11/2024 09:00:00",0.2,"Harelaw"
"30/11/2024 09:00:00",0.8,"Harelaw"
"01/12/2024 09:00:00",2.8,"Harelaw"
"02/12/2024 09:00:00",0,"Harelaw"
"03/12/2024 09:00:00",3,"Harelaw"
"04/12/2024 09:00:00",2.8,"Harelaw"
"05/12/2024 09:00:00",0,"Harelaw"
"06/12/2024 09:00:00",18.6,"Harelaw"
"07/12/2024 09:00:00",3.6,"Harelaw"
"08/12/2024 09:00:00",0,"Harelaw"
"09/12/2024 09:00:00",0,"Harelaw"
"10/12/2024 09:00:00",0,"Harelaw"
"11/12/2024 09:00:00",0,"Harelaw"
"12/12/2024 09:00:00",0,"Harelaw"
"13/12/2024 09:00:00",0,"Harelaw"
"14/12/2024 09:00:00",0.2,"Harelaw"
"15/12/2024 09:00:00",0,"Harelaw"
"16/12/2024 09:00:00",0,"Harelaw"
"17/12/2024 09:00:00",1,"Harelaw"
"18/12/2024 09:00:00",0,"Harelaw"
"19/12/2024 09:00:00",0,"Harelaw"
"20/12/2024 09:00:00",0.8,"Harelaw"
"21/12/2024 09:00:00",3,"Harelaw"
"22/12/2024 09:00:00",0,"Harelaw"
"23/12/2024 09:00:00",0,"Harelaw"
"24/12/2024 09:00:00",0,"Harelaw"
"25/12/2024 09:00:00",0,"Harelaw"
"26/12/2024 09:00:00",0,"Harelaw"
"27/12/2024 09:00:00",0,"Harelaw"
"28/12/2024 09:00:00",0.2,"Harelaw"
"29/12/2024 09:00:00",0,"Harelaw"
"30/12/2024 09:00:00",13.2,"Harelaw"
"31/12/2024 09:00:00",8.8,"Harelaw"
"01/01/2025 09:00:00",14.8,"Harelaw"
"02/01/2025 09:00:00",0,"Harelaw"
"03/01/2025 09:00:00",0,"Harelaw"
"04/01/2025 09:00:00",0.2,"Harelaw"
"05/01/2025 09:00:00",15.6,"Harelaw"
"06/01/2025 09:00:00",0,"Harelaw"
"07/01/2025 09:00:00",0,"Harelaw"
"08/01/2025 09:00:00",0,"Harelaw"
"09/01/2025 09:00:00",0,"Harelaw"
"10/01/2025 09:00:00",0,"Harelaw"
"11/01/2025 09:00:00",0.2,"Harelaw"
"12/01/2025 09:00:00",0,"Harelaw"
"13/01/2025 09:00:00",0.6,"Harelaw"
"14/01/2025 09:00:00",0,"Harelaw"
"15/01/2025 09:00:00",0,"Harelaw"
"16/01/2025 09:00:00",0,"Harelaw"
"17/01/2025 09:00:00",0,"Harelaw"
"18/01/2025 09:00:00",0,"Harelaw"
"19/01/2025 09:00:00",0,"Harelaw"
"20/01/2025 09:00:00",0,"Harelaw"
"21/01/2025 09:00:00",0,"Harelaw"
"22/01/2025 09:00:00",0.2,"Harelaw"
"23/01/2025 09:00:00",1.6,"Harelaw"
"24/01/2025 09:00:00",6.4,"Harelaw"
"25/01/2025 09:00:00",2.8,"Harelaw"
"26/01/2025 09:00:00",4.2,"Harelaw"
"27/01/2025 09:00:00",6.8,"Harelaw"
"28/01/2025 09:00:00",0,"Harelaw"
"29/01/2025 09:00:00",0.2,"Harelaw"
"30/01/2025 09:00:00",0.2,"Harelaw"
"31/01/2025 09:00:00",0,"Harelaw"
"01/02/2025 09:00:00",3.6,"Harelaw"
"02/02/2025 09:00:00",0,"Harelaw"
"03/02/2025 09:00:00",0.8,"Harelaw"
"04/02/2025 09:00:00",3,"Harelaw"
"05/02/2025 09:00:00",0,"Harelaw"
"06/02/2025 09:00:00",0,"Harelaw"
"07/02/2025 09:00:00",0.8,"Harelaw"
"08/02/2025 09:00:00",0.6,"Harelaw"
"09/02/2025 09:00:00",1,"Harelaw"
"10/02/2025 09:00:00",3.6,"Harelaw"
"11/02/2025 09:00:00",0.4,"Harelaw"
"12/02/2025 09:00:00",0,"Harelaw"
"13/02/2025 09:00:00",0,"Harelaw"
"14/02/2025 09:00:00",0.2,"Harelaw"
"15/02/2025 09:00:00",0.2,"Harelaw"
"16/02/2025 09:00:00",0,"Harelaw"
"17/02/2025 09:00:00",0.4,"Harelaw"
"18/02/2025 09:00:00",0,"Harelaw"
"19/02/2025 09:00:00",3.8,"Harelaw"
"20/02/2025 09:00:00",2.2,"Harelaw"
"21/02/2025 09:00:00",0.8,"Harelaw"
"22/02/2025 09:00:00",0,"Harelaw"
"23/02/2025 09:00:00",0.4,"Harelaw"
"24/02/2025 09:00:00",1.6,"Harelaw"
"25/02/2025 09:00:00",1,"Harelaw"
"26/02/2025 09:00:00",1,"Harelaw"
"27/02/2025 09:00:00",0.2,"Harelaw"
"28/02/2025 09:00:00",0,"Harelaw"
"01/03/2025 09:00:00",0,"Harelaw"
"02/03/2025 09:00:00",0,"Harelaw"
"03/03/2025 09:00:00",0,"Harelaw"
"04/03/2025 09:00:00",0,"Harelaw"
"05/03/2025 09:00:00",0.2,"Harelaw"
"06/03/2025 09:00:00",0,"Harelaw"
"07/03/2025 09:00:00",0,"Harelaw"
"08/03/2025 09:00:00",0.2,"Harelaw"
"09/03/2025 09:00:00",0.2,"Harelaw"
"10/03/2025 09:00:00",0,"Harelaw"
"11/03/2025 09:00:00",0,"Harelaw"
"12/03/2025 09:00:00",0,"Harelaw"
"13/03/2025 09:00:00",0.4,"Harelaw"
"14/03/2025 09:00:00",0,"Harelaw"
"15/03/2025 09:00:00",0,"Harelaw"
"16/03/2025 09:00:00",0.6,"Harelaw"
"17/03/2025 09:00:00",0,"Harelaw"
"18/03/2025 09:00:00",0,"Harelaw"
"19/03/2025 09:00:00",0,"Harelaw"
"20/03/2025 09:00:00",0.2,"Harelaw"
"21/03/2025 09:00:00",0.8,"Harelaw"
"22/03/2025 09:00:00",6.4,"Harelaw"
"23/03/2025 09:00:00",0,"Harelaw"
"24/03/2025 09:00:00",0,"Harelaw"
"25/03/2025 09:00:00",0,"Harelaw"
"26/03/2025 09:00:00",0,"Harelaw"
"27/03/2025 09:00:00",5.2,"Harelaw"
"28/03/2025 09:00:00",2,"Harelaw"
"29/03/2025 09:00:00",1,"Harelaw"
"30/03/2025 09:00:00",0,"Harelaw"
"31/03/2025 09:00:00",0,"Harelaw"
"01/04/2025 09:00:00",0,"Harelaw"
"02/04/2025 09:00:00",0,"Harelaw"
"03/04/2025 09:00:00",0,"Harelaw"
"04/04/2025 09:00:00",0,"Harelaw"
"05/04/2025 09:00:00",0,"Harelaw"
"06/04/2025 09:00:00",0,"Harelaw"
"07/04/2025 09:00:00",0,"Harelaw"
"08/04/2025 09:00:00",0,"Harelaw"
"09/04/2025 09:00:00",0,"Harelaw"
"10/04/2025 09:00:00",0,"Harelaw"
"11/04/2025 09:00:00",0,"Harelaw"
"12/04/2025 09:00:00",0,"Harelaw"
"13/04/2025 09:00:00",1.4,"Harelaw"
"14/04/2025 09:00:00",3.6,"Harelaw"
"15/04/2025 09:00:00",0.4,"Harelaw"
"16/04/2025 09:00:00",4.6,"Harelaw"
"17/04/2025 09:00:00",1,"Harelaw"
"18/04/2025 09:00:00",0.2,"Harelaw"
"19/04/2025 09:00:00",0,"Harelaw"
"20/04/2025 09:00:00",1.2,"Harelaw"
"21/04/2025 09:00:00",1,"Harelaw"
"22/04/2025 09:00:00",0,"Harelaw"
"23/04/2025 09:00:00",0,"Harelaw"
"24/04/2025 09:00:00",0,"Harelaw"
"25/04/2025 09:00:00",0.2,"Harelaw"
"26/04/2025 09:00:00",0,"Harelaw"
"27/04/2025 09:00:00",0,"Harelaw"
"28/04/2025 09:00:00",0,"Harelaw"
"29/04/2025 09:00:00",0,"Harelaw"
"30/04/2025 09:00:00",0,"Harelaw"
"01/05/2025 09:00:00",0,"Harelaw"
"02/05/2025 09:00:00",0.8,"Harelaw"
"03/05/2025 09:00:00",0,"Harelaw"
"04/05/2025 09:00:00",0,"Harelaw"
"05/05/2025 09:00:00",0,"Harelaw"
"06/05/2025 09:00:00",0,"Harelaw"
"07/05/2025 09:00:00",0,"Harelaw"
"08/05/2025 09:00:00",0,"Harelaw"
"09/05/2025 09:00:00",0,"Harelaw"
"10/05/2025 09:00:00",0,"Harelaw"
"11/05/2025 09:00:00",0,"Harelaw"
"12/05/2025 09:00:00",0,"Harelaw"
"13/05/2025 09:00:00",0,"Harelaw"
"14/05/2025 09:00:00",0,"Harelaw"
"15/05/2025 09:00:00",0,"Harelaw"
"16/05/2025 09:00:00",0,"Harelaw"
"17/05/2025 09:00:00",0,"Harelaw"
"18/05/2025 09:00:00",0,"Harelaw"
"19/05/2025 09:00:00",0,"Harelaw"
"20/05/2025 09:00:00",0,"Harelaw"
"21/05/2025 09:00:00",0,"Harelaw"
"22/05/2025 09:00:00",0,"Harelaw"
"23/05/2025 09:00:00",6.8,"Harelaw"
"24/05/2025 09:00:00",6.4,"Harelaw"
"25/05/2025 09:00:00",0.8,"Harelaw"
"26/05/2025 09:00:00",3.8,"Harelaw"
"27/05/2025 09:00:00",0.8,"Harelaw"
"28/05/2025 09:00:00",5.6,"Harelaw"
"29/05/2025 09:00:00",0.4,"Harelaw"
"30/05/2025 09:00:00",0.2,"Harelaw"
"31/05/2025 09:00:00",2.2,"Harelaw"
"01/06/2025 09:00:00",0.8,"Harelaw"
"02/06/2025 09:00:00",3.8,"Harelaw"
"03/06/2025 09:00:00",2,"Harelaw"
"04/06/2025 09:00:00",0.4,"Harelaw"
"05/06/2025 09:00:00",0,"Harelaw"
"06/06/2025 09:00:00",4.6,"Harelaw"
"07/06/2025 09:00:00",11,"Harelaw"
"08/06/2025 09:00:00",0.4,"Harelaw"
"09/06/2025 09:00:00",8.6,"Harelaw"
"10/06/2025 09:00:00",0,"Harelaw"
"11/06/2025 09:00:00",0,"Harelaw"
"12/06/2025 09:00:00",0,"Harelaw"
"13/06/2025 09:00:00",19.8,"Harelaw"
"14/06/2025 09:00:00",14.8,"Harelaw"
"15/06/2025 09:00:00",0,"Harelaw"
"16/06/2025 09:00:00",0,"Harelaw"
"17/06/2025 09:00:00",0,"Harelaw"
"18/06/2025 09:00:00",0,"Harelaw"
"19/06/2025 09:00:00",0,"Harelaw"
"20/06/2025 09:00:00",0,"Harelaw"
"21/06/2025 09:00:00",0.8,"Harelaw"
"22/06/2025 09:00:00",5,"Harelaw"
"23/06/2025 09:00:00",0.2,"Harelaw"
"24/06/2025 09:00:00",0,"Harelaw"
"25/06/2025 09:00:00",8.4,"Harelaw"
"26/06/2025 09:00:00",0,"Harelaw"
"27/06/2025 09:00:00",0.8,"Harelaw"
"28/06/2025 09:00:00",0,"Harelaw"
"29/06/2025 09:00:00",0,"Harelaw"
"30/06/2025 09:00:00",0,"Harelaw"
"01/07/2025 09:00:00",0.4,"Harelaw"
"02/07/2025 09:00:00",15,"Harelaw"
"03/07/2025 09:00:00",0.4,"Harelaw"
"04/07/2025 09:00:00",0.4,"Harelaw"
"05/07/2025 09:00:00",0.2,"Harelaw"
"06/07/2025 09:00:00",1.8,"Harelaw"
"07/07/2025 09:00:00",0,"Harelaw"
"08/07/2025 09:00:00",0.2,"Harelaw"
"09/07/2025 09:00:00",0,"Harelaw"
"10/07/2025 09:00:00",0,"Harelaw"
"11/07/2025 09:00:00",0,"Harelaw"
"12/07/2025 09:00:00",0,"Harelaw"
"13/07/2025 09:00:00",0.4,"Harelaw"
"14/07/2025 09:00:00",3,"Harelaw"
"15/07/2025 09:00:00",10.4,"Harelaw"
"16/07/2025 09:00:00",0,"Harelaw"
"17/07/2025 09:00:00",0,"Harelaw"
"18/07/2025 09:00:00",0.6,"Harelaw"
"19/07/2025 09:00:00",12.6,"Harelaw"
"20/07/2025 09:00:00",0.6,"Harelaw"
"21/07/2025 09:00:00",3,"Harelaw"
"22/07/2025 09:00:00",0,"Harelaw"
"23/07/2025 09:00:00",0,"Harelaw"
"24/07/2025 09:00:00",0,"Harelaw"
"25/07/2025 09:00:00",0,"Harelaw"
"26/07/2025 09:00:00",2.4,"Harelaw"
"27/07/2025 09:00:00",0.6,"Harelaw"
"28/07/2025 09:00:00",0,"Harelaw"
"29/07/2025 09:00:00",0,"Harelaw"
"30/07/2025 09:00:00",0,"Harelaw"
"31/07/2025 09:00:00",0,"Harelaw"
"01/08/2025 09:00:00",0,"Harelaw"
"02/08/2025 09:00:00",0.6,"Harelaw"
"03/08/2025 09:00:00",6.6,"Harelaw"
"04/08/2025 09:00:00",0.4,"Harelaw"
"05/08/2025 09:00:00",0,"Harelaw"
"06/08/2025 09:00:00",1.2,"Harelaw"
"07/08/2025 09:00:00",0,"Harelaw"
"08/08/2025 09:00:00",0.6,"Harelaw"
"09/08/2025 09:00:00",0,"Harelaw"
"10/08/2025 09:00:00",0,"Harelaw"
"11/08/2025 09:00:00",1.2,"Harelaw"
"12/08/2025 09:00:00",0,"Harelaw"
"13/08/2025 09:00:00",0,"Harelaw"
"14/08/2025 09:00:00",0,"Harelaw"
"15/08/2025 09:00:00",0,"Harelaw"
"16/08/2025 09:00:00",0,"Harelaw"
"17/08/2025 09:00:00",0,"Harelaw"
"18/08/2025 09:00:00",0.2,"Harelaw"
"19/08/2025 09:00:00",0.2,"Harelaw"
"20/08/2025 09:00:00",0,"Harelaw"
"21/08/2025 09:00:00",0,"Harelaw"
"22/08/2025 09:00:00",0,"Harelaw"
"23/08/2025 09:00:00",0,"Harelaw"
"24/08/2025 09:00:00",0,"Harelaw"
"25/08/2025 09:00:00",0.8,"Harelaw"
"26/08/2025 09:00:00",0,"Harelaw"
"27/08/2025 09:00:00",0.6,"Harelaw"
"28/08/2025 09:00:00",0.6,"Harelaw"
"29/08/2025 09:00:00",0,"Harelaw"
"30/08/2025 09:00:00",3.4,"Harelaw"
"31/08/2025 09:00:00",3,"Harelaw"
"01/09/2025 09:00:00",0,"Harelaw"
"02/09/2025 09:00:00",4.8,"Harelaw"
"03/09/2025 09:00:00",4.4,"Harelaw"
"04/09/2025 09:00:00",0,"Harelaw"
"05/09/2025 09:00:00",0,"Harelaw"
"06/09/2025 09:00:00",0,"Harelaw"
"07/09/2025 09:00:00",0.6,"Harelaw"
"08/09/2025 09:00:00",0,"Harelaw"
"09/09/2025 09:00:00",0,"Harelaw"
"10/09/2025 09:00:00",0.2,"Harelaw"
"11/09/2025 09:00:00",0.4,"Harelaw"
"12/09/2025 09:00:00",2,"Harelaw"
"13/09/2025 09:00:00",3.4,"Harelaw"
"14/09/2025 09:00:00",7.4,"Harelaw"
"15/09/2025 09:00:00",6.2,"Harelaw"
"16/09/2025 09:00:00",1,"Harelaw"
"17/09/2025 09:00:00",0,"Harelaw"
"18/09/2025 09:00:00",1.8,"Harelaw"
"19/09/2025 09:00:00",0.4,"Harelaw"
"20/09/2025 09:00:00",1,"Harelaw"
"21/09/2025 09:00:00",0,"Harelaw"
"22/09/2025 09:00:00",0,"Harelaw"
"23/09/2025 09:00:00",0,"Harelaw"
"24/09/2025 09:00:00",0,"Harelaw"
"25/09/2025 09:00:00",0,"Harelaw"
"26/09/2025 09:00:00",0,"Harelaw"
"27/09/2025 09:00:00",3.6,"Harelaw"
"28/09/2025 09:00:00",0,"Harelaw"
"29/09/2025 09:00:00",0.2,"Harelaw"
"30/09/2025 09:00:00",4,"Harelaw"
"01/10/2025 09:00:00",2,"Harelaw"
"02/10/2025 09:00:00",4.2,"Harelaw"
"03/10/2025 09:00:00",18.4,"Harelaw"
"04/10/2025 09:00:00",0,"Harelaw"
"05/10/2025 09:00:00",0,"Harelaw"
"06/10/2025 09:00:00",0,"Harelaw"
"07/10/2025 09:00:00",0.4,"Harelaw"
"08/10/2025 09:00:00",0,"Harelaw"
"09/10/2025 09:00:00",0,"Harelaw"
"10/10/2025 09:00:00",0,"Harelaw"
"11/10/2025 09:00:00",0,"Harelaw"
"12/10/2025 09:00:00",0.4,"Harelaw"
"13/10/2025 09:00:00",0.2,"Harelaw"
"14/10/2025 09:00:00",0,"Harelaw"
"15/10/2025 09:00:00",0,"Harelaw"
"16/10/2025 09:00:00",0,"Harelaw"
"17/10/2025 09:00:00",0,"Harelaw"
"18/10/2025 09:00:00",0.6,"Harelaw"
"19/10/2025 09:00:00",9.4,"Harelaw"
"20/10/2025 09:00:00",1.2,"Harelaw"
"21/10/2025 09:00:00",0.2,"Harelaw"
"22/10/2025 09:00:00",0,"Harelaw"
"23/10/2025 09:00:00",0,"Harelaw"
"24/10/2025 09:00:00",4.6,"Harelaw"
"25/10/2025 09:00:00",0,"Harelaw"
"26/10/2025 09:00:00",2.8,"Harelaw"
"27/10/2025 09:00:00",2.6,"Harelaw"
"28/10/2025 09:00:00",1,"Harelaw"
"29/10/2025 09:00:00",0,"Harelaw"
"30/10/2025 09:00:00",1,"Harelaw"
"31/10/2025 09:00:00",5.2,"Harelaw"
"01/11/2025 09:00:00",0.4,"Harelaw"
"02/11/2025 09:00:00",3,"Harelaw"
"03/11/2025 09:00:00",1.6,"Harelaw"
"04/11/2025 09:00:00",3.2,"Harelaw"
"05/11/2025 09:00:00",3,"Harelaw"
"06/11/2025 09:00:00",0,"Harelaw"
"07/11/2025 09:00:00",0.2,"Harelaw"
"08/11/2025 09:00:00",0,"Harelaw"
"09/11/2025 09:00:00",6.4,"Harelaw"
"10/11/2025 09:00:00",0,"Harelaw"
"11/11/2025 09:00:00",7.8,"Harelaw"
"12/11/2025 09:00:00",22,"Harelaw"
"13/11/2025 09:00:00",11.6,"Harelaw"
"14/11/2025 09:00:00",2.4,"Harelaw"
"15/11/2025 09:00:00",0,"Harelaw"
"16/11/2025 09:00:00",0,"Harelaw"
"17/11/2025 09:00:00",3.6,"Harelaw"
"18/11/2025 09:00:00",11,"Harelaw"
"19/11/2025 09:00:00",0,"Harelaw"
"20/11/2025 09:00:00",0,"Harelaw"
"22/11/2024 09:00:00",3,"MurrayBurn"
"23/11/2024 09:00:00",17.6,"MurrayBurn"
"24/11/2024 09:00:00",0.2,"MurrayBurn"
"25/11/2024 09:00:00",0.2,"MurrayBurn"
"26/11/2024 09:00:00",2.8,"MurrayBurn"
"27/11/2024 09:00:00",0,"MurrayBurn"
"28/11/2024 09:00:00",1,"MurrayBurn"
"29/11/2024 09:00:00",0,"MurrayBurn"
"30/11/2024 09:00:00",1.2,"MurrayBurn"
"01/12/2024 09:00:00",5,"MurrayBurn"
"02/12/2024 09:00:00",0,"MurrayBurn"
"03/12/2024 09:00:00",3.4,"MurrayBurn"
"04/12/2024 09:00:00",4.6,"MurrayBurn"
"05/12/2024 09:00:00",0.4,"MurrayBurn"
"06/12/2024 09:00:00",20.2,"MurrayBurn"
"07/12/2024 09:00:00",3.8,"MurrayBurn"
"08/12/2024 09:00:00",0,"MurrayBurn"
"09/12/2024 09:00:00",0,"MurrayBurn"
"10/12/2024 09:00:00",1.1,"MurrayBurn"
"11/12/2024 09:00:00",0,"MurrayBurn"
"12/12/2024 09:00:00",0,"MurrayBurn"
"13/12/2024 09:00:00",0,"MurrayBurn"
"14/12/2024 09:00:00",0,"MurrayBurn"
"15/12/2024 09:00:00",0.2,"MurrayBurn"
"16/12/2024 09:00:00",0.2,"MurrayBurn"
"17/12/2024 09:00:00",2,"MurrayBurn"
"18/12/2024 09:00:00",0,"MurrayBurn"
"19/12/2024 09:00:00",0,"MurrayBurn"
"20/12/2024 09:00:00",1.6,"MurrayBurn"
"21/12/2024 09:00:00",3,"MurrayBurn"
"22/12/2024 09:00:00",0,"MurrayBurn"
"23/12/2024 09:00:00",0,"MurrayBurn"
"24/12/2024 09:00:00",0,"MurrayBurn"
"25/12/2024 09:00:00",0,"MurrayBurn"
"26/12/2024 09:00:00",0.2,"MurrayBurn"
"27/12/2024 09:00:00",0,"MurrayBurn"
"28/12/2024 09:00:00",0,"MurrayBurn"
"29/12/2024 09:00:00",0,"MurrayBurn"
"30/12/2024 09:00:00",21.2,"MurrayBurn"
"31/12/2024 09:00:00",10.8,"MurrayBurn"
"01/01/2025 09:00:00",16,"MurrayBurn"
"02/01/2025 09:00:00",0.2,"MurrayBurn"
"03/01/2025 09:00:00",0,"MurrayBurn"
"04/01/2025 09:00:00",0.4,"MurrayBurn"
"05/01/2025 09:00:00",0.2,"MurrayBurn"
"06/01/2025 09:00:00",0.2,"MurrayBurn"
"07/01/2025 09:00:00",0,"MurrayBurn"
"08/01/2025 09:00:00",0,"MurrayBurn"
"09/01/2025 09:00:00",0,"MurrayBurn"
"10/01/2025 09:00:00",0,"MurrayBurn"
"11/01/2025 09:00:00",0,"MurrayBurn"
"12/01/2025 09:00:00",0.2,"MurrayBurn"
"13/01/2025 09:00:00",0.6,"MurrayBurn"
"14/01/2025 09:00:00",0,"MurrayBurn"
"15/01/2025 09:00:00",0,"MurrayBurn"
"16/01/2025 09:00:00",0,"MurrayBurn"
"17/01/2025 09:00:00",0,"MurrayBurn"
"18/01/2025 09:00:00",0,"MurrayBurn"
"19/01/2025 09:00:00",0,"MurrayBurn"
"20/01/2025 09:00:00",0,"MurrayBurn"
"21/01/2025 09:00:00",0,"MurrayBurn"
"22/01/2025 09:00:00",0,"MurrayBurn"
"23/01/2025 09:00:00",3.4,"MurrayBurn"
"24/01/2025 09:00:00",6,"MurrayBurn"
"25/01/2025 09:00:00",5.2,"MurrayBurn"
"26/01/2025 09:00:00",3,"MurrayBurn"
"27/01/2025 09:00:00",5.4,"MurrayBurn"
"28/01/2025 09:00:00",0,"MurrayBurn"
"29/01/2025 09:00:00",0,"MurrayBurn"
"30/01/2025 09:00:00",0,"MurrayBurn"
"31/01/2025 09:00:00",0,"MurrayBurn"
"01/02/2025 09:00:00",2.6,"MurrayBurn"
"02/02/2025 09:00:00",0,"MurrayBurn"
"03/02/2025 09:00:00",2.4,"MurrayBurn"
"04/02/2025 09:00:00",5.2,"MurrayBurn"
"05/02/2025 09:00:00",0.4,"MurrayBurn"
"06/02/2025 09:00:00",0,"MurrayBurn"
"07/02/2025 09:00:00",0.4,"MurrayBurn"
"08/02/2025 09:00:00",1.6,"MurrayBurn"
"09/02/2025 09:00:00",1.4,"MurrayBurn"
"10/02/2025 09:00:00",4.8,"MurrayBurn"
"11/02/2025 09:00:00",0.6,"MurrayBurn"
"12/02/2025 09:00:00",0,"MurrayBurn"
"13/02/2025 09:00:00",0,"MurrayBurn"
"14/02/2025 09:00:00",0.6,"MurrayBurn"
"15/02/2025 09:00:00",0.6,"MurrayBurn"
"16/02/2025 09:00:00",0,"MurrayBurn"
"17/02/2025 09:00:00",0.2,"MurrayBurn"
"18/02/2025 09:00:00",0,"MurrayBurn"
"19/02/2025 09:00:00",2.6,"MurrayBurn"
"20/02/2025 09:00:00",4.4,"MurrayBurn"
"21/02/2025 09:00:00",2.8,"MurrayBurn"
"22/02/2025 09:00:00",1,"MurrayBurn"
"23/02/2025 09:00:00",2.2,"MurrayBurn"
"24/02/2025 09:00:00",4,"MurrayBurn"
"25/02/2025 09:00:00",0.6,"MurrayBurn"
"26/02/2025 09:00:00",0.2,"MurrayBurn"
"27/02/2025 09:00:00",0,"MurrayBurn"
"28/02/2025 09:00:00",0.2,"MurrayBurn"
"01/03/2025 09:00:00",0,"MurrayBurn"
"02/03/2025 09:00:00",0,"MurrayBurn"
"03/03/2025 09:00:00",0,"MurrayBurn"
"04/03/2025 09:00:00",0.4,"MurrayBurn"
"05/03/2025 09:00:00",0.2,"MurrayBurn"
"06/03/2025 09:00:00",0,"MurrayBurn"
"07/03/2025 09:00:00",0,"MurrayBurn"
"08/03/2025 09:00:00",0,"MurrayBurn"
"09/03/2025 09:00:00",0,"MurrayBurn"
"10/03/2025 09:00:00",0.2,"MurrayBurn"
"11/03/2025 09:00:00",0,"MurrayBurn"
"12/03/2025 09:00:00",0,"MurrayBurn"
"13/03/2025 09:00:00",0.4,"MurrayBurn"
"14/03/2025 09:00:00",0,"MurrayBurn"
"15/03/2025 09:00:00",0,"MurrayBurn"
"16/03/2025 09:00:00",0,"MurrayBurn"
"17/03/2025 09:00:00",0,"MurrayBurn"
"18/03/2025 09:00:00",0,"MurrayBurn"
"19/03/2025 09:00:00",0,"MurrayBurn"
"20/03/2025 09:00:00",0,"MurrayBurn"
"21/03/2025 09:00:00",0.4,"MurrayBurn"
"22/03/2025 09:00:00",8.4,"MurrayBurn"
"23/03/2025 09:00:00",0,"MurrayBurn"
"24/03/2025 09:00:00",0,"MurrayBurn"
"25/03/2025 09:00:00",0,"MurrayBurn"
"26/03/2025 09:00:00",0,"MurrayBurn"
"27/03/2025 09:00:00",12.6,"MurrayBurn"
"28/03/2025 09:00:00",2,"MurrayBurn"
"29/03/2025 09:00:00",1.4,"MurrayBurn"
"30/03/2025 09:00:00",0,"MurrayBurn"
"31/03/2025 09:00:00",0,"MurrayBurn"
"01/04/2025 09:00:00",0,"MurrayBurn"
"02/04/2025 09:00:00",0,"MurrayBurn"
"03/04/2025 09:00:00",0,"MurrayBurn"
"04/04/2025 09:00:00",0,"MurrayBurn"
"05/04/2025 09:00:00",0,"MurrayBurn"
"06/04/2025 09:00:00",0,"MurrayBurn"
"07/04/2025 09:00:00",0,"MurrayBurn"
"08/04/2025 09:00:00",0,"MurrayBurn"
"09/04/2025 09:00:00",0,"MurrayBurn"
"10/04/2025 09:00:00",0,"MurrayBurn"
"11/04/2025 09:00:00",0,"MurrayBurn"
"12/04/2025 09:00:00",0,"MurrayBurn"
"13/04/2025 09:00:00",2.6,"MurrayBurn"
"14/04/2025 09:00:00",4.4,"MurrayBurn"
"15/04/2025 09:00:00",0.6,"MurrayBurn"
"16/04/2025 09:00:00",11.4,"MurrayBurn"
"17/04/2025 09:00:00",0.4,"MurrayBurn"
"18/04/2025 09:00:00",1.6,"MurrayBurn"
"19/04/2025 09:00:00",0,"MurrayBurn"
"20/04/2025 09:00:00",1.2,"MurrayBurn"
"21/04/2025 09:00:00",0.2,"MurrayBurn"
"22/04/2025 09:00:00",0,"MurrayBurn"
"23/04/2025 09:00:00",0,"MurrayBurn"
"24/04/2025 09:00:00",0.2,"MurrayBurn"
"25/04/2025 09:00:00",1,"MurrayBurn"
"26/04/2025 09:00:00",0,"MurrayBurn"
"27/04/2025 09:00:00",0,"MurrayBurn"
"28/04/2025 09:00:00",0,"MurrayBurn"
"29/04/2025 09:00:00",0,"MurrayBurn"
"30/04/2025 09:00:00",0,"MurrayBurn"
"01/05/2025 09:00:00",0,"MurrayBurn"
"02/05/2025 09:00:00",0,"MurrayBurn"
"03/05/2025 09:00:00",0,"MurrayBurn"
"04/05/2025 09:00:00",0,"MurrayBurn"
"05/05/2025 09:00:00",0,"MurrayBurn"
"06/05/2025 09:00:00",0,"MurrayBurn"
"07/05/2025 09:00:00",0,"MurrayBurn"
"08/05/2025 09:00:00",0,"MurrayBurn"
"09/05/2025 09:00:00",0,"MurrayBurn"
"10/05/2025 09:00:00",0,"MurrayBurn"
"11/05/2025 09:00:00",0,"MurrayBurn"
"12/05/2025 09:00:00",0,"MurrayBurn"
"13/05/2025 09:00:00",0,"MurrayBurn"
"14/05/2025 09:00:00",0,"MurrayBurn"
"15/05/2025 09:00:00",0,"MurrayBurn"
"16/05/2025 09:00:00",0,"MurrayBurn"
"17/05/2025 09:00:00",0,"MurrayBurn"
"18/05/2025 09:00:00",0,"MurrayBurn"
"19/05/2025 09:00:00",0,"MurrayBurn"
"20/05/2025 09:00:00",0,"MurrayBurn"
"21/05/2025 09:00:00",0,"MurrayBurn"
"22/05/2025 09:00:00",0,"MurrayBurn"
"23/05/2025 09:00:00",6.4,"MurrayBurn"
"24/05/2025 09:00:00",7.4,"MurrayBurn"
"25/05/2025 09:00:00",1.8,"MurrayBurn"
"26/05/2025 09:00:00",6.8,"MurrayBurn"
